Designator,Mid X,Mid Y,Rotation,Layer
D1,100.0,-87.959,180.0,top
D2,89.573,-106.02,0.0,top
D3,110.427,-106.02,0.0,top
J1,112.091555,-89.955555,135.0,bottom
J2,88.308445,-89.701555,225.0,bottom
